first word id ^ clause ^ clause function ^ clause level ^ length
1 ^ 1:1.w1-w8_2 ^  ^ 1 ^ 8
85571 ^ 6:9.w1_2 ^ subject ^ 1 ^ 1
85572 ^ 6:9.w2-w8 @6:8.w7-9.w1 ^ subject ^ 3 ^ 2
85574 ^ 6:9.w4-w6 ^ subject ^ 1 ^ 5
85579 ^ 6:9.w9-w12 @6:9.w2-w8 ^ subject ^ 2 ^ 4
85583 ^ 6:10.w1_2 ^ complement ^ 1 ^ 7
85590 ^ 6:10.w8_2 ^ complement ^ 1 ^ 6
85596 ^ 6:11.w1-w17 ^ complement ^ 1 ^ 4
85600 ^ 6:11.w5-w17 ^ complement ^ 1 ^ 4
85604 ^ 6:11.w7 ^ complement ^ 1 ^ 2
85606 ^ 6:11.w11-w17 ^ complement ^ 1 ^ 7
85613 ^ 6:12.w1-w16 ^ complement ^ 1 ^ 10
85623 ^ 6:12.w11-w16 ^ complement ^ 1 ^ 6
85629 ^ 6:13.w1-w9 ^ complement ^ 1 ^ 9
85638 ^ 6:13.w10-w18 ^ complement ^ 1 ^ 5
85643 ^ 6:13.w15-w18 ^ complement ^ 1 ^ 3
85646 ^ 6:13.w15 ^ complement ^ 1 ^ 1
85647 ^ 6:13.w19-w26 ^ complement ^ 1 ^ 8
85655 ^ 6:14.w1-w5 ^ complement ^ 1 ^ 5
85660 ^ 6:14.w6-w10 ^ complement ^ 1 ^ 5
85665 ^ 6:14.w11-w13 ^ complement ^ 1 ^ 3
85668 ^ 6:15.w1-w2 ^ complement ^ 1 ^ 2
85670 ^ 6:15.w3_2 ^ complement ^ 1 ^ 1
85671 ^ 6:15.w4-w8 @6:15.w3_2 ^ complement ^ 2 ^ 5
85676 ^ 6:15.w9-w11 @6:15.w4-w8 ^ complement ^ 2 ^ 3
85679 ^ 6:15.w12-w13 ^ complement ^ 1 ^ 2
85681 ^ 6:16.w1-w2 ^ complement ^ 1 ^ 2
85683 ^ 6:16.w3-w9 @6:16.w1-w2 ^ complement ^ 2 ^ 7
85690 ^ 6:16.w10-w21 @6:16.w3-w9 ^ complement ^ 2 ^ 2
85692 ^ 6:16.w12-w13 ^ complement ^ 1 ^ 10
85702 ^ 6:17.w1-w4 ^ complement ^ 1 ^ 4
85706 ^ 6:17.w5-w9 @6:17.w1-w4 ^ complement ^ 2 ^ 5
85711 ^ 6:17.w10-w18 @6:17.w5-w9 ^ complement ^ 2 ^ 4
85715 ^ 6:17.w14-w16 ^ complement ^ 1 ^ 5
85720 ^ 6:18.w1-w5 ^ adjunct ^ 1 ^ 8
85728 ^ 6:19.w1-w8 @6:17.w1-w4 ^ adjunct ^ 2 ^ 8
85736 ^ 6:19.w9-w23 @6:19.w24-w34 ^ adjunct ^ 2 ^ 15
85751 ^ 6:19.w24-w34 ^ adjunct ^ 1 ^ 11
85762 ^ 6:20.w1-w6 @6:20.w7-w10 ^ adjunct ^ 2 ^ 4
85766 ^ 6:20.w3 ^ adjunct ^ 2 ^ 2
85768 ^ 6:20.w7-w10 ^ adjunct ^ 1 ^ 2
85770 ^ 6:20.w7 ^ adjunct ^ 1 ^ 2
85772 ^ 6:21.w1-w5 ^ adjunct ^ 1 ^ 2
85774 ^ 6:21.w1 ^ adjunct ^ 1 ^ 3
85777 ^ 6:21.w6-w9 @6:21.w1-w5 ^ adjunct ^ 2 ^ 4
85781 ^ 6:21.w10-w14 ^ adjunct ^ 1 ^ 2
85783 ^ 6:21.w10 ^ adjunct ^ 1 ^ 3
85786 ^ 6:22.w1-w16 ^ adjunct ^ 1 ^ 2
85788 ^ 6:22.w3-w6 ^ adjunct ^ 1 ^ 4
85792 ^ 6:22.w7-w10 ^ adjunct ^ 1 ^ 10
85802 ^ 6:22.w17-w21 ^ adjunct ^ 1 ^ 2
85804 ^ 6:22.w17 ^ adjunct ^ 1 ^ 3
85807 ^ 6:23.w1-w6 ^ adjunct ^ 1 ^ 2
85809 ^ 6:23.w1 ^ adjunct ^ 1 ^ 4
85813 ^ 6:23.w7-w19 ^ adjunct ^ 1 ^ 2
85815 ^ 6:23.w7 ^ adjunct ^ 1 ^ 11
85826 ^ 7:1.w1-w3 ^ adjunct ^ 1 ^ 3
85829 ^ 7:1.w4_2 ^ complement ^ 1 ^ 4
85833 ^ 7:1.w8-w17 @7:1.w1-w3 ^ complement ^ 2 ^ 6
85839 ^ 7:1.w14-w17 ^ complement ^ 1 ^ 4
85843 ^ 7:2.w1-w9 @7:1.w8-w17 ^ complement ^ 2 ^ 2
85845 ^ 7:2.w1 ^ complement ^ 2 ^ 3
85848 ^ 7:2.w6_2 ^ complement ^ 1 ^ 4
85852 ^ 7:2.w10-w14 @7:2.w15-w20 ^ complement ^ 3 ^ 5
85857 ^ 7:2.w15-w20 @7:2.w1-w9 ^ complement ^ 2 ^ 6
85863 ^ 7:3.w1-w5 @7:3.w6-w7 ^ complement ^ 3 ^ 5
85868 ^ 7:3.w6-w7 @7:2.w15-w20 ^ complement ^ 2 ^ 2
85870 ^ 7:3.w8-w11 @7:3.w6-w7 ^ complement ^ 3 ^ 4
85874 ^ 7:3.w12-w16 @7:3.w17-w29 ^ complement ^ 3 ^ 5
85879 ^ 7:3.w17-w29 @7:3.w6-w7 ^ complement ^ 2 ^ 5
85884 ^ 7:3.w22-w29 ^ complement ^ 1 ^ 5
85889 ^ 7:3.w27-w29 ^ complement ^ 1 ^ 3
85892 ^ 7:4.w1-w22 ^ complement ^ 1 ^ 13
85905 ^ 7:4.w14-w22 ^ complement ^ 1 ^ 5
85910 ^ 7:4.w19-w22 ^ complement ^ 1 ^ 3
85913 ^ 7:4.w19 ^ complement ^ 1 ^ 1
85914 ^ 7:4.w23-w26 @7:4.w1-w22 ^ complement ^ 2 ^ 4
85918 ^ 7:5.w1-w6 @7:5.w7-w24 ^ complement ^ 2 ^ 6
85924 ^ 7:5.w7-w24 ^ complement ^ 1 ^ 13
85937 ^ 7:5.w20-w24 ^ complement ^ 1 ^ 5
85942 ^ 7:6.w1-w10 ^ complement ^ 1 ^ 6
85948 ^ 7:6.w7-w10 ^ complement ^ 1 ^ 1
85949 ^ 7:6.w8-w10 ^ complement ^ 1 ^ 3
85952 ^ 7:6.w11-w20 @7:6.w1-w10 ^ complement ^ 2 ^ 9
85961 ^ 7:6.w18 ^ complement ^ 2 ^ 1
85962 ^ 7:7.w1-w3 ^ complement ^ 1 ^ 3
85965 ^ 7:7.w4-w6 ^ complement ^ 1 ^ 3
85968 ^ 7:7.w7-w8 ^ complement ^ 1 ^ 2
85970 ^ 7:7.w9-w13 ^ complement ^ 1 ^ 5
85975 ^ 7:7.w14-w17 @7:7.w9-w13 ^ complement ^ 2 ^ 4
85979 ^ 7:7.w18-w23 ^ complement ^ 1 ^ 3
85982 ^ 7:7.w18 ^ complement ^ 1 ^ 3
85985 ^ 7:7.w24-w28 @7:7.w18-w23 ^ complement ^ 2 ^ 5
85990 ^ 7:7.w29-w30 @7:7.w24-w28 ^ complement ^ 2 ^ 2
85992 ^ 7:8.w1-w3 ^ adjunct ^ 1 ^ 13
86005 ^ 7:8.w14-w18 ^ adjunct ^ 1 ^ 2
86007 ^ 7:8.w14 ^ adjunct ^ 1 ^ 3
86010 ^ 7:9.w1-w6 ^ adjunct ^ 1 ^ 6
86016 ^ 7:9.w7-w10 @7:9.w11-w13 ^ adjunct ^ 2 ^ 4
86020 ^ 7:9.w11-w13 ^ adjunct ^ 1 ^ 3
86023 ^ 7:10.w1-w3 ^ adjunct ^ 1 ^ 3
86026 ^ 7:10.w4-w14 ^ adjunct ^ 1 ^ 11
86037 ^ 7:11.w1-w10 ^ adjunct ^ 1 ^ 2
86039 ^ 7:11.w1 ^ adjunct ^ 1 ^ 1
86040 ^ 7:11.w4-w8 ^ adjunct ^ 1 ^ 7
86047 ^ 7:11.w11-w14 ^ adjunct ^ 1 ^ 4
86051 ^ 7:12.w1-w5 ^ adjunct ^ 1 ^ 3
86054 ^ 7:12.w2 ^ adjunct ^ 1 ^ 2
86056 ^ 7:12.w6-w13 ^ adjunct ^ 1 ^ 8
86064 ^ 7:13.w1-w6 ^ adjunct ^ 1 ^ 2
86066 ^ 7:13.w1 ^ adjunct ^ 1 ^ 4
86070 ^ 7:13.w7-w8 ^ adjunct ^ 1 ^ 2
86072 ^ 7:13.w9-w11 ^ adjunct ^ 1 ^ 3
86075 ^ 7:13.w12-w20 @7:13.w9-w11 ^ adjunct ^ 2 ^ 3
86078 ^ 7:13.w15-w20 ^ adjunct ^ 1 ^ 6
86084 ^ 7:13.w21-w30 @7:13.w12-w20 ^ adjunct ^ 3 ^ 10
86094 ^ 7:14.w1-w2 ^ adjunct ^ 1 ^ 2
86096 ^ 7:14.w3-w7 @7:14.w1-w2 ^ adjunct ^ 2 ^ 5
86101 ^ 7:14.w8-w15 @7:14.w3-w7 ^ adjunct ^ 2 ^ 4
86105 ^ 7:14.w12-w15 ^ adjunct ^ 1 ^ 4
86109 ^ 7:15.w1-w3 ^ complement ^ 1 ^ 5
86114 ^ 7:15.w6-w9 ^ complement ^ 1 ^ 4
86118 ^ 7:15.w10-w11 ^ complement ^ 1 ^ 2
86120 ^ 7:15.w12-w14 ^ complement ^ 1 ^ 3
86123 ^ 7:15.w15-w16 ^ complement ^ 1 ^ 2
86125 ^ 7:16.w1-w5 @7:16.w8-w10 ^ complement ^ 2 ^ 5
86130 ^ 7:16.w6-w7 @7:16.w1-w5 ^ complement ^ 2 ^ 2
86132 ^ 7:16.w8-w10 ^ complement ^ 1 ^ 3
86135 ^ 7:16.w11-w12 ^ complement ^ 1 ^ 2
86137 ^ 7:17.w1-w6 ^ complement ^ 1 ^ 6
86143 ^ 7:17.w7-w12 ^ complement ^ 1 ^ 2
86145 ^ 7:17.w9-w11 ^ complement ^ 1 ^ 4
86149 ^ 7:18.w1-w2 ^ complement ^ 1 ^ 2
86151 ^ 7:18.w3-w14 @7:18.w1-w2 ^ complement ^ 2 ^ 5
86156 ^ 7:18.w8-w13 ^ complement ^ 1 ^ 7
86163 ^ 7:18.w15-w17 ^ subject ^ 1 ^ 2
86165 ^ 7:18.w15 ^ subject ^ 1 ^ 3
86168 ^ 7:18.w20-w24 ^ subject ^ 1 ^ 2
86170 ^ 7:18.w20 ^ subject ^ 1 ^ 4
86174 ^ 7:19.w1-w6 ^ subject ^ 1 ^ 2
86176 ^ 7:19.w3-w4 ^ subject ^ 1 ^ 3
86179 ^ 7:19.w3 ^ subject ^ 1 ^ 1
86180 ^ 7:19.w7-w11 ^ subject ^ 1 ^ 4
86184 ^ 7:19.w8 ^ subject ^ 1 ^ 1
86185 ^ 7:19.w12-w13 ^ subject ^ 1 ^ 2
86187 ^ 7:20.w1-w5 @7:20.w9-w12 ^ subject ^ 2 ^ 5
86192 ^ 7:20.w6-w8 @7:20.w1-w5 ^ subject ^ 2 ^ 3
86195 ^ 7:20.w9-w12 ^ subject ^ 1 ^ 4
86199 ^ 7:20.w13-w18 ^ subject ^ 1 ^ 2
86201 ^ 7:20.w15-w17 ^ subject ^ 1 ^ 4
86205 ^ 7:21.w1-w10 ^ subject ^ 1 ^ 7
86212 ^ 7:21.w8-w10 ^ subject ^ 1 ^ 3
86215 ^ 7:21.w11-w15 @7:21.w1-w10 ^ subject ^ 2 ^ 5
86220 ^ 7:22.w1-w10 ^ subject ^ 1 ^ 10
86230 ^ 7:23.w1-w28 ^ subject ^ 1 ^ 8
86238 ^ 7:23.w9-w14 ^ definer ^ 1 ^ 6
86244 ^ 7:23.w15-w28 ^ definer ^ 1 ^ 8
86252 ^ 7:23.w23-w28 ^ definer ^ 1 ^ 6
86258 ^ 7:24.w1-w3 ^ definer ^ 1 ^ 2
86260 ^ 7:24.w1 ^ definer ^ 1 ^ 1
86261 ^ 7:24.w4-w12 ^ definer ^ 1 ^ 9
86270 ^ 7:25.w1-w10 ^ definer ^ 1 ^ 10
86280 ^ 7:25.w11-w20 ^ definer ^ 1 ^ 6
86286 ^ 7:25.w15 ^ definer ^ 1 ^ 4
86290 ^ 7:25.w21-w25 ^ definer ^ 1 ^ 2
86292 ^ 7:25.w21 ^ definer ^ 1 ^ 3
86295 ^ 8:1.w1-w8 ^ definer ^ 1 ^ 3
86298 ^ 8:1.w1 ^ definer ^ 1 ^ 5
86303 ^ 8:2.w1-w20 ^ definer ^ 1 ^ 2
86305 ^ 8:2.w1 ^ definer ^ 1 ^ 18
86323 ^ 8:3.w1-w5 ^ definer ^ 1 ^ 2
86325 ^ 8:3.w1 ^ definer ^ 1 ^ 3
86328 ^ 8:3.w6-w11 @8:3.w1-w5 ^ definer ^ 2 ^ 6
86334 ^ 8:3.w12-w30 ^ definer ^ 1 ^ 2
86336 ^ 8:3.w14-w24 ^ definer ^ 1 ^ 17
86353 ^ 8:4.w1-w16 @8:3.w12-w30 ^ definer ^ 2 ^ 8
86361 ^ 8:4.w9-w13 ^ definer ^ 1 ^ 4
86365 ^ 8:4.w9 ^ definer ^ 1 ^ 1
86366 ^ 8:4.w14-w16_2 ^ definer ^ 1 ^ 3
86369 ^ 8:5.w1-w5 ^ subject ^ 1 ^ 4
86373 ^ 8:5.w1 ^ subject ^ 1 ^ 5
86378 ^ 8:5.w10-w16 ^ subject ^ 1 ^ 2
86380 ^ 8:5.w10 ^ subject ^ 1 ^ 5
86385 ^ 8:6.w1-w6 ^ subject ^ 1 ^ 2
86387 ^ 8:6.w1 ^ subject ^ 1 ^ 4
86391 ^ 8:6.w7-w14 ^ subject ^ 1 ^ 2
86393 ^ 8:6.w7 ^ subject ^ 1 ^ 6
86399 ^ 8:7.w1-w8 @8:6.w1-w6 ^ subject ^ 2 ^ 8
86407 ^ 8:7.w9-w15 @8:7.w1-w8 ^ subject ^ 2 ^ 2
86409 ^ 8:7.w9 ^ subject ^ 2 ^ 5
86414 ^ 8:7.w16-w18 @8:7.w9-w15 ^ subject ^ 2 ^ 3
86417 ^ 8:8.w1-w5 ^ subject ^ 1 ^ 4
86421 ^ 8:8.w1 ^ subject ^ 1 ^ 1
86422 ^ 8:8.w6-w7 ^ subject ^ 1 ^ 4
86426 ^ 8:9.w1-w6 ^ subject ^ 1 ^ 6
86432 ^ 8:9.w7-w9 ^ subject ^ 1 ^ 3
86435 ^ 8:9.w10-w15 @8:9.w7-w9 ^ subject ^ 2 ^ 6
86441 ^ 8:9.w16-w22 @8:9.w23-w26 ^ subject ^ 2 ^ 7
86448 ^ 8:9.w23-w26 ^ subject ^ 1 ^ 4
86452 ^ 8:10.w1-w5 @8:10.w6-w11 ^ subject ^ 2 ^ 5
86457 ^ 8:10.w6-w11 ^ subject ^ 1 ^ 2
86459 ^ 8:10.w6 ^ subject ^ 1 ^ 4
86463 ^ 8:10.w12-w17 ^ subject ^ 1 ^ 2
86465 ^ 8:10.w12 ^ subject ^ 1 ^ 4
86469 ^ 8:11.w1-w13 @8:11.w14-w31 ^ subject ^ 2 ^ 4
86473 ^ 8:11.w5-w10 ^ subject ^ 1 ^ 9
86482 ^ 8:11.w14-w18 ^ subject ^ 1 ^ 18
86500 ^ 8:12.w1-w12 ^ subject ^ 1 ^ 8
86508 ^ 8:12.w9-w12 ^ subject ^ 1 ^ 3
86511 ^ 8:12.w9 ^ subject ^ 1 ^ 1
86512 ^ 8:13.w1-w5 @8:13.w6-w7 ^ subject ^ 2 ^ 5
86517 ^ 8:13.w6-w7 ^ subject ^ 1 ^ 1
86518 ^ 8:13.w7_2 ^ subject ^ 1 ^ 1
86519 ^ 8:13.w8-w15 @8:13.w16_2 ^ subject ^ 2 ^ 8
86527 ^ 8:13.w16_2 ^ subject ^ 1 ^ 1
86528 ^ 8:14.w1-w5 ^ subject ^ 1 ^ 5
86533 ^ 8:14.w6-w9 ^ subject ^ 1 ^ 4
86537 ^ 8:15.w1-w8 ^ subject ^ 1 ^ 8
86545 ^ 8:15.w9-w12 ^ subject ^ 1 ^ 4
86549 ^ 8:15.w13-w15 @8:15.w9-w12 ^ subject ^ 2 ^ 3
86552 ^ 8:15.w16-w18_2 @8:15.w13-w15 ^ subject ^ 2 ^ 3
86555 ^ 8:16.w1-w7 ^ subject ^ 1 ^ 7
86562 ^ 8:16.w8-w11 @8:16.w1-w7 ^ subject ^ 2 ^ 4
86566 ^ 8:17.w1-w3 @8:17.w4-w5 ^ subject ^ 2 ^ 3
86569 ^ 8:17.w4-w5 ^ subject ^ 1 ^ 2
86571 ^ 8:17.w6-w8 ^ subject ^ 1 ^ 2
86573 ^ 8:17.w6 ^ subject ^ 1 ^ 1
86574 ^ 8:17.w9-w11 ^ subject ^ 1 ^ 2
86576 ^ 8:17.w9 ^ subject ^ 1 ^ 1
86577 ^ 8:17.w12-w13 @8:17.w9-w11 ^ subject ^ 2 ^ 2
86579 ^ 8:17.w14-w16 @8:17.w12-w13 ^ subject ^ 3 ^ 3
86582 ^ 8:18.w1-w2 ^ subject ^ 1 ^ 2
86584 ^ 8:18.w3-w17 @8:18.w1-w2 ^ subject ^ 2 ^ 15
86599 ^ 8:19.w1-w12 ^ subject ^ 1 ^ 2
86601 ^ 8:19.w1 ^ subject ^ 1 ^ 10
86611 ^ 8:20.w1-w14 @8:19.w1-w12 ^ subject ^ 2 ^ 2
86613 ^ 8:20.w1 ^ subject ^ 2 ^ 4
86617 ^ 8:20.w7-w8 ^ subject ^ 1 ^ 2
86619 ^ 8:20.w9-w12 ^ subject ^ 1 ^ 6
86625 ^ 8:21.w1-w20 @8:19.w1-w12 ^ subject ^ 2 ^ 20
86645 ^ 8:22.w1-w2 ^ subject ^ 1 ^ 2
86647 ^ 8:22.w3-w7 @8:22.w1-w2 ^ subject ^ 2 ^ 5
86652 ^ 8:22.w8-w12 @8:22.w3-w7 ^ subject ^ 2 ^ 5
86657 ^ 8:23.w1-w3 ^ subject ^ 1 ^ 3
86660 ^ 8:23.w4-w24 ^ subject ^ 1 ^ 3
86663 ^ 8:23.w7-w11 ^ subject ^ 1 ^ 11
86674 ^ 8:23.w18-w24 ^ subject ^ 1 ^ 2
86676 ^ 8:23.w18 ^ subject ^ 1 ^ 5
86681 ^ 8:24.w1-w4 ^ subject ^ 1 ^ 2
86683 ^ 8:24.w1 ^ subject ^ 1 ^ 2
86685 ^ 8:24.w5-w10 ^ subject ^ 1 ^ 2
86687 ^ 8:24.w7_2 ^ definer ^ 1 ^ 4
86691 ^ 8:24.w11-w13 ^ complement ^ 1 ^ 5
86696 ^ 8:25.w1-w6 @8:25.w7-w9 ^ complement ^ 2 ^ 2
86698 ^ 8:25.w3-w5 ^ complement ^ 1 ^ 4
86702 ^ 8:25.w7-w9 ^ complement ^ 1 ^ 3
86705 ^ 8:26.w1-w9 ^ complement ^ 1 ^ 9
86714 ^ 8:26.w10_2 ^ complement ^ 1 ^ 8
86722 ^ 8:26.w18-w24 ^ complement ^ 1 ^ 7
86729 ^ 8:27.w1-w5 ^ subject ^ 1 ^ 2
86731 ^ 8:27.w1 ^ subject ^ 1 ^ 4
86735 ^ 8:27.w7-w11 ^ subject ^ 1 ^ 5
86740 ^ 8:27.w12-w17 @8:27.w1-w11 ^ subject ^ 2 ^ 6
86746 ^ 8:28.w1-w2 ^ subject ^ 1 ^ 2
86748 ^ 8:28.w3-w16 @8:28.w1-w2 ^ subject ^ 2 ^ 1
86749 ^ 8:28.w4-w7 ^ subject ^ 1 ^ 8
86757 ^ 8:28.w12-w16 ^ definer ^ 1 ^ 4
86761 ^ 8:28.w12 ^ definer ^ 1 ^ 1
86762 ^ 8:29.w1-w3 @8:28.w3-w16 ^ definer ^ 3 ^ 3
86765 ^ 8:29.w4-w19 @8:29.w1-w3 ^ definer ^ 2 ^ 8
86773 ^ 8:29.w12-w19 ^ definer ^ 1 ^ 8
86781 ^ 8:30.w1-w3 @8:29.w4-w19 ^ definer ^ 2 ^ 3
86784 ^ 8:30.w4-w6 @8:30.w1-w3 ^ definer ^ 2 ^ 3
86787 ^ 8:30.w7-w9 @8:30.w4-w6 ^ definer ^ 2 ^ 3
86790 ^ 8:30.w10-w12 @8:30.w7-w9 ^ definer ^ 2 ^ 3
86793 ^ 8:30.w13-w15 @8:30.w10-w12 ^ definer ^ 2 ^ 3
86796 ^ 8:30.w16-w18 @8:30.w13-w15 ^ definer ^ 2 ^ 3
86799 ^ 8:31.w1-w5 ^ definer ^ 1 ^ 5
86804 ^ 8:31.w6-w10 @8:31.w11-w13 ^ definer ^ 2 ^ 5
86809 ^ 8:31.w11-w13 ^ definer ^ 1 ^ 3
86812 ^ 8:32.w1-w7 @8:31.w11-w13 ^ definer ^ 2 ^ 7
86819 ^ 8:32.w8-w13 @8:32.w1-w7 ^ definer ^ 2 ^ 6
86825 ^ 8:32.w14-w22 @8:32.w8-w13 ^ definer ^ 2 ^ 9
86834 ^ 8:33.w1-w5 ^ definer ^ 1 ^ 5
86839 ^ 8:33.w6-w8 ^ definer ^ 1 ^ 1
86840 ^ 8:33.w7-w8_2 ^ definer ^ 1 ^ 2
86842 ^ 8:34.w1-w3 ^ definer ^ 1 ^ 1
86843 ^ 8:34.w2-w3_2 ^ definer ^ 1 ^ 2
86845 ^ 8:34.w4-w10_2 ^ definer ^ 1 ^ 2
86847 ^ 8:34.w6-w7_2 ^ definer ^ 1 ^ 2
86849 ^ 8:34.w8-w10 ^ definer ^ 1 ^ 3
86852 ^ 8:34.w11-w17 @8:34.w4-w10_2 ^ definer ^ 2 ^ 7
86859 ^ 8:34.w18-w22 @8:34.w11-w17 ^ definer ^ 2 ^ 5
86864 ^ 8:35.w1-w8 ^ definer ^ 1 ^ 8
86872 ^ 8:35.w9-w21_2 ^ definer ^ 1 ^ 13
86885 ^ 8:36.w1-w2 @8:35.w9-w21_2 ^ definer ^ 2 ^ 2
86887 ^ 8:36.w3-w9 @8:36.w1-w2 ^ definer ^ 2 ^ 7
86894 ^ 8:36.w10-w13 @8:36.w3-w9 ^ definer ^ 2 ^ 4
86898 ^ 8:37.w1-w9 ^ definer ^ 1 ^ 5
86903 ^ 8:37.w6-w9 ^ definer ^ 1 ^ 4
86907 ^ 8:38.w1-w2 ^ definer ^ 1 ^ 2
86909 ^ 8:38.w3-39.w23 @8:38.w1-w2 ^ definer ^ 2 ^ 9
86918 ^ 8:38.w12-w13_2 ^ definer ^ 1 ^ 2
86920 ^ 8:38.w14-w15_2 ^ definer ^ 1 ^ 13
86933 ^ 8:39.w10-w23 ^ definer ^ 1 ^ 14
86947 ^ 9:1.w1-w4 ^ definer ^ 1 ^ 4
86951 ^ 9:1.w5-w6 ^ definer ^ 1 ^ 2
86953 ^ 9:1.w7-w14 @9:1.w5-w6 ^ definer ^ 2 ^ 8
86961 ^ 9:2.w1-w5 @9:1.w7-w14 ^ definer ^ 2 ^ 5
86966 ^ 9:2.w6-w11 @9:2.w1-w5 ^ definer ^ 2 ^ 6
86972 ^ 9:3.w1-w18 ^ definer ^ 1 ^ 2
86974 ^ 9:3.w3-w4 ^ definer ^ 1 ^ 16
86990 ^ 9:4.w1-w3 @9:3.w1-w18 ^ definer ^ 2 ^ 3
86993 ^ 9:4.w4-w21 @9:3.w1-w18 ^ definer ^ 2 ^ 18
87011 ^ 9:5.w1-w3 @9:3.w1-w18 ^ definer ^ 2 ^ 3
87014 ^ 9:5.w4-w16 @9:5.w1-w3 ^ definer ^ 2 ^ 8
87022 ^ 9:5.w12-w16 ^ definer ^ 1 ^ 5
87027 ^ 9:5.w17-w21 @9:5.w4-w16 ^ definer ^ 2 ^ 5
87032 ^ 9:6.w1-w3 ^ definer ^ 1 ^ 3
87035 ^ 9:6.w4-w9 @9:6.w1-w3 ^ definer ^ 2 ^ 6
87041 ^ 9:6.w10-w15 @9:6.w1-w3 ^ definer ^ 2 ^ 6
87047 ^ 9:6.w16-w17 @9:6.w10-w15 ^ definer ^ 2 ^ 2
87049 ^ 9:7.w1-w5 @9:7.w6-w7 ^ definer ^ 3 ^ 5
87054 ^ 9:7.w6-w7 @9:6.w16-w17 ^ definer ^ 2 ^ 2
87056 ^ 9:7.w8-w13 @9:7.w6-w7 ^ definer ^ 2 ^ 6
87062 ^ 9:8.w1-w7 @9:7.w8-w13 ^ definer ^ 2 ^ 7
87069 ^ 9:8.w8-w11 @9:8.w1-w7 ^ definer ^ 2 ^ 4
87073 ^ 9:8.w12-w19 @9:8.w8-w11 ^ definer ^ 2 ^ 8
87081 ^ 9:9.w1-w5 ^ definer ^ 1 ^ 2
87083 ^ 9:9.w1 ^ definer ^ 1 ^ 3
87086 ^ 9:9.w6-w10 ^ definer ^ 1 ^ 5
87091 ^ 9:9.w11-w15 ^ definer ^ 1 ^ 5
87096 ^ 9:10.w1-w3 ^ definer ^ 1 ^ 3
87099 ^ 9:10.w4-w14 ^ definer ^ 1 ^ 3
87102 ^ 9:10.w7-w14 ^ definer ^ 1 ^ 4
87106 ^ 9:10.w7-w8 ^ definer ^ 1 ^ 4
87110 ^ 9:11.w1-w3 @9:12.w8-w9 ^ definer ^ 2 ^ 3
87113 ^ 9:11.w4-w9 @9:11.w1-w3 ^ definer ^ 2 ^ 6
87119 ^ 9:11.w10-12.w7 @9:11.w4-w9 ^ definer ^ 3 ^ 11
87130 ^ 9:12.w4-w7_2 ^ definer ^ 1 ^ 4
87134 ^ 9:12.w8-w9 ^ definer ^ 1 ^ 2
87136 ^ 9:12.w10-w15 ^ definer ^ 1 ^ 6
87142 ^ 9:13.w1-w2 @9:12.w8-w9 ^ definer ^ 2 ^ 2
87144 ^ 9:13.w3-w5 @9:13.w1-w2 ^ definer ^ 2 ^ 3
87147 ^ 9:13.w6-w9 @9:13.w3-w5 ^ definer ^ 2 ^ 2
87149 ^ 9:13.w6 ^ definer ^ 2 ^ 2
87151 ^ 9:14.w1-w3 ^ definer ^ 1 ^ 3
87154 ^ 9:14.w4-w8 ^ definer ^ 1 ^ 5
87159 ^ 9:14.w9-w10 ^ definer ^ 1 ^ 2
87161 ^ 9:15.w1-w4 ^ definer ^ 1 ^ 4
87165 ^ 9:15.w5-w8 ^ definer ^ 1 ^ 1
87166 ^ 9:15.w6-w8 ^ definer ^ 1 ^ 3
87169 ^ 9:15.w9-w13 ^ definer ^ 1 ^ 2
87171 ^ 9:15.w11-w13 ^ definer ^ 1 ^ 3
87174 ^ 9:16.w1-w12 ^ definer ^ 1 ^ 3
87177 ^ 9:16.w4-w5_2 ^ definer ^ 1 ^ 2
87179 ^ 9:16.w6-w8_2 ^ definer ^ 1 ^ 5
87184 ^ 9:16.w11_2 ^ definer ^ 1 ^ 2
87186 ^ 9:17.w1-w6 ^ definer ^ 1 ^ 6
87192 ^ 9:17.w7-w12 ^ definer ^ 1 ^ 6
87198 ^ 9:17.w13-w19 @9:17.w7-w12 ^ definer ^ 2 ^ 7
87205 ^ 9:17.w20-w29 @9:17.w13-w19 ^ definer ^ 2 ^ 10
87215 ^ 9:18.w1-w5 ^ definer ^ 1 ^ 2
87217 ^ 9:18.w3-w4 ^ definer ^ 1 ^ 3
87220 ^ 9:18.w6-w8 ^ complement ^ 1 ^ 4
87224 ^ 9:19.w1-w3 ^ complement ^ 1 ^ 3
87227 ^ 9:19.w4-w7 ^ complement ^ 1 ^ 4
87231 ^ 9:19.w8-w13 ^ complement ^ 1 ^ 2
87233 ^ 9:19.w8 ^ complement ^ 1 ^ 4
87237 ^ 9:20.w1-w10 ^ complement ^ 1 ^ 6
87243 ^ 9:20.w7-w10 ^ definer ^ 1 ^ 4
87247 ^ 9:20.w11-w16 ^ definer ^ 1 ^ 4
87251 ^ 9:20.w15-w16_2 ^ definer ^ 1 ^ 2
87253 ^ 9:20.w17-w20 ^ definer ^ 1 ^ 4
87257 ^ 9:21.w1-w22 ^ definer ^ 1 ^ 6
87263 ^ 9:21.w4 ^ definer ^ 1 ^ 2
87265 ^ 9:21.w9-w22 ^ definer ^ 1 ^ 5
